english,mandarin,pinyin
People have the rights of assembly and expression.,??????????????,rén men you jí huì huò fa biao yán lùn de quán lì?
He has transferredfrom the warehouse to the accounts office.,????????????.,ta yi yóu cang kù tiáo dào kuài jì shì rèn zhí.
He achieved because he was a hard worker.,???????????????,ta zhi suo yi chéng gong shì yin wèi ta gong zuò qín fèn?
The curtain is not in tune with the atmosphere of the room.,????????????,chuang lián tóng fáng jian de qì fen bù xié tiáo?
The plight of the refugees really wrung my heart.,?????????????.,nàn mín chu jìng can ku zhen jiào wo qian cháng ge dù.
They made rude remarks about her appearance.,???????????????,ta men duì ta de wài biao hèng jia cu bào de píng lùn?
This block of flats has a non-resident caretaker.,??????????????.,zhè zuò gong yù de guan li yuán bù zài gong yù li zhù.
His venomous look terrified the little girl.,???????????????,ta è dú de biao qíng xià huài le zhè gè xiao nu:3 hái?
The honking of horns flustered the boy.,???????????????,qì che la ba de jiào sheng shi nán hái gan dào huang luàn?
She came upon him unawares as he was searching her room.,????????????.,ta zhuàng jiàn ta zhèng zài sou chá ta de fáng jian.
She swims well despite her disabilities.,"???????, ???????.","ta sui rán shen you cán ji,  què shì gè yóu yong hào shou."
Great pains have been taken to ensure the safety of passengers.,????????????.,wèi què bao chéng kè an quán ér bù yí yú lì.
"The ship weathered the storm, and arrived safely.",????????,?????,chuán jing shòu zhù le bào feng yu, an quán di dá?
The plight of the refugees really wrung my heart.,?????????????.,nàn mín chu jìng can ku zhen jiào wo qian cháng ge dù.
The Pope is the spiritual leader of many Christians.,?????????????.,jiào huáng shì zhòng duo Ji du tú de zong jiào ling xiù.
Last year there were many more births than deaths.,??????????????,qù nián de chu sheng rén shù dà yú si wáng rén shù?
The male is physically stronger than the female.,?????????????,nán xìng zài shen ti shàng yào bì nu:3 xìng qiáng zhuàng?
She's got all her money in stocks and shares.,???????????????,ta suo you de qián dou tóu fàng dào gu piào li qù le?
After several reverses the enemy was forced to retreat.,??????,???????,ji jing shi bài zhi hòu, dí jun bèi pò hòu chè?
The firm is going to pot under the new management.,??????????????,gong si zài xin rén guan li xià jiù yào kua tái le?
Pound notes have been withdrawn from circulation.,?????????????.,yi ying bàng miàn zhí de chao piào yi tíng zhi liú tong.
The male is physically stronger than the female.,?????????????,nán xìng zài shen ti shàng yào bì nu:3 xìng qiáng zhuàng?
Two businessmen have been kidnapped by terrorists.,?????????????.,you liang gè shang rén ràng kong bù fèn zi bang jià le.
On the smooth wave in trembling beauty sleep.,??????????????,zài wei làng de mei miào chàn dou zhòng huan huan hé mù?
Spent many laborious hours on the project.,??????????????,zhè xiàng gong chéng hào fèi le cháng qi de jian xin láo dòng
The property can be disposed of for a good sum.,??????????????,gai cái chan chu li diào néng huò xiang dang de jin é?
We nailed up the windows of the old house.,????????????????,wo men ba zhè zuò jiù fáng zi de chuang hu dou dìng si le?
His mind was in such a whirl that he could hardly compose his thoughts.,???????????.,ta xin luàn rú má nán yi zhèn dìng xia lai.
Hunger and disease had weakened his constitution.,????????,??????,ta ji è yù jí bìng jiao jia, ti zhì yi xue ruò?
We are all invited to take part in the pageant.,??????????????,wo men quán dou bèi yao qing can jia zhè cì shèng dian?
Hunger and disease had weakened his constitution.,????????,??????,ta ji è yù jí bìng jiao jia, ti zhì yi xue ruò?
She happened to be out/It happened that she was out when he called.,"?????, ??????.","ta da diàn huà shí,  ta qià qiao bù zài jia."
He was appealing for funds to build a new school.,??????????????,ta zài ken qiú bo kuan xiu jiàn yi suo xin xué xiào?
We paid her a fleeting visit before leaving the country.,?????????????.,wo men chu guó qián cong cong tàn wàng le ta yi cì.
Some people objected that the new tax law was unfair.,??????,???????,yi xie rén fan duì shuo, xin shuì fa bù gong píng?
Plants that lost their vitality when badly pruned.,?????????????,bèi xiu jian huài hòu sàng shi sheng mìng lì de zhí wù
We'll have to find a pretext for not going to the party.,??????????????,wo men de zhao gè jiè kou bù qù can jia jù huì?
All the new products are on show at the exhibition.,??????????????,zhan lan huì shàng chén liè? suo you de xin chan pin?
The child was frightened to death by the violent thunderstorm.,????????????.,nà hái zi ràng kuáng feng bào yu xià de yào mìng.
A reduction of the entered value of an asset.,??,???????????,jiàng di, huà jian zi chan zhàng miàn jià zhí de jiàng di
Introduction of a venom into animal tissue.,????????????????,dú yè de shu rù dú yè shu rù dòng wù de xì bao zu zhi
The two buildings are similar on the whole.,"?????, ?????????","zòng zheng ti lái kàn,  zhè liang chuáng lóu shì xiang sì de?"
The increasing unemployment caused social unrest.,???????????????,bù duàn zeng jia de shi yè yin qi le shè huì sao luàn?
The road goes through a gap in the hills.,???????????????,zhè tiáo lù chuan guò liang tiáo shan mài zhi jian de xiá gu?
The scrap merchant has a machine which crushes cars.,??????????????.,nèi gè fèi pin shang you gè ya suì qì che de ji qì.
The boss is leaning on us to meet the deadline.,??????????????,lao ban yao qiú wo men zài jié zhi xiàn qi qián wán chéng
Several columns among the ruins still stood upright.,??????????????,zài fèi xu zhòng yi rán ting lì zhuó ji gen zhù zi?
He lifted the mat and slid the key under (it).,??????????????.,ta xian qi diàn zi ba yào shi qiao qiao fàng zài xià mian.
The mechanism that revolves the turntable is broken.,?????????????.,dài dòng zhuàn pán xuán zhuàn de ji xiè zhuang zhì huài le.
The electricity supply has been cut off/disconnected at the mains.,???????????.,diàn lì gong yìng yi zài diàn yuán chù jié duàn.
His cleverness and skill compel our admiration.,???????????????,ta de cong míng huò jì qiao shi wo men zàn tàn bù yi?
Ten bankruptcies were recorded in this town last year.,??????????????,qù nián zhè gè zhèn yi you shí qi pò chan shì jiàn?
He kicked about a great deal before settling down.,??????????????,ta dong bèn xi zou le hao jiu cái dìng ju xia lai?
A model railway mart will be held on Friday.,???????????????,tie lù mó xíng zhan xiao kuài jiàng yú xing qi wu ju xíng?
You'd better put some insulating tape on electric wires.,?????????????,ni zuì hao ji diàn xiàn guo shàng jué yuán jiao bù?
He is accused because offending electoral law.,???????????????,ta yin bèi zhi kòng chù fàn xuan ju fa ér zao dài bu?
People who cannot distinguish between colors are said to be color-blind.,????????????,wú fa shí bié yán sè de rén shì sè máng?
The man lived in poverty after his unemployment.,??????????????,zhè rén shi yè hòu jiù sheng huó zài pín kùn zhi zhong?
Get lathe No.9 set to turn the new piston.,???????????????,ba jiu hào che chuáng tiáo hào lái ju zhè gè xin huó sai?
While danger threatens we must all be on guard.,?????,?????????,wei xian zhèng bi jìn, wo men bì xu bao chí jing tì?
The authorities took measures to prevent tax fraud.,??????????????,dang jú yi cai qu cuò shi fáng zhi tou shuì lòu shuì?
Such enormities would not be tolerated today.,??????????????.,zhè zhong yán zhòng zuì xíng jin rì shì bù néng róng ren de.
The college was nothing more than a diploma mill.,??????????????,zhè gè xué yuàn zhi bù guò shì gè wén píng zhì zào chang
Something having the general shape of this curve.,??????????????,qu zhuàng wù jù you ci zhòng qu xiàn xíng zhuàng de wù ti
The court has made a verdict of unlawful killing.,???????????????,fa tíng yi jing zuò chu bù hé fa sha hài de cái jué?
The authorities took measures to prevent tax fraud.,??????????????,dang jú yi cai qu cuò shi fáng zhi tou shuì lòu shuì?
He was so sleepy that he fell asleep during the class.,????,?????????,ta hen kùn juàn, shàng kè shí hou dou shuì zhao le?
The ambassador expects that his next posting will be (to) Paris.,?????????????.,nà wèi dà shi yù qi ta xià cì pài zhù Ba lí.
There were many people with leprosy around the age of thirty.,?????????????,zài san shí nián dài you hen duo má feng bìng rén?
I got my hearing aid on the National Health (Service).,??????????????.,wo de zhù tìng qì shì guó mín bao jiàn shu zi zhù de.
The painting has pride of place in his collection.,??????????????,zhè fú huà zài ta de shou cáng pin zhòng zuì wéi zhen guì
On the maternal side his inheritance was a happy one.,??????????????,ta zòng mu fang jie shòu de yí chuán shì liáng hao de?
Grain imports are controlled by strict quotas.,???????????????.,gu wù jìn kou liàng shòu zuì gao xiàn é de yán gé kòng zhì.
There was not much harmony in international affairs during those years.,????????????,nà xie nián guó jì shì tài bù hen xié tiáo?
Our army descended on the enemy headquarters.,????????????????,wo jun duì dí jun de si lìng bù fa qi tu rán xí ji?
"With a hopeless sigh, he turned away.",??????????,??????,ta fa chu yi sheng jué wàng de tàn xí, zhuan shen zou kai le?
The road links all the new towns.,?????????????????,zhè tiáo lù ba suo you de xin chéng zhèn dou lián jie qi lai le?
These are the cultural legacies of the Renaissance.,???????????????,zhè xie shì wén yì fù xing shí qi de wén huà yí chan?
Artillery gave cover (ie fired at the enemy to stop them firing back) while the infantry advanced.,????????.,pào huo yan hù bù bing qián jìn.
She dominated the meeting by sheer force of character.,??????????????,ta shàn píng gè rén qì shì jiù zhèn zhù le huì chang?
Artillery gave cover (ie fired at the enemy to stop them firing back) while the infantry advanced.,????????.,pào huo yan hù bù bing qián jìn.
He is writing a sequel to his latest best seller.,???????????????,ta zhèng zài xie ta de zuì xin chàng xiao shu de xù jí?
It is an act of kindness/a kind act to help a blind man across the street.,???????????.,bang zhù máng rén guò ma lù shì zuò hao shì.
The town is dead now the mine has closed.,"??????, ????????.","yin kuàng jing yi guan bì,  zhèn shàng yi piàn si qì chén chén."
The insurance company has settled her claim.,???????????????.,bao xian gong si yi jing qing cháng le ta de suo péi kuan é.
Fallen riders were trampled underfoot by the charging horses.,?????????????.,shuai xia lai de qí shou zao fei ben ma qún jiàn tà.
The closing ceremony is going to be held on March 25th.,??????????????,bì mù shì jiàng yú san yuè èr shí wu rì ju xíng?
The hermetic confines of an isolated life.,????????????????,yù shì gé jué sheng huó de bù shòu wài jiè gan rao de qu yù
We help one another with the extra work in the summer.,??????????????.,wo men hù xiang bang zhù zuò xià jì de é wài gong zuò.
A few hardy people swam in the icy water.,???????????????,yi xie qiáng zhuàng de rén zài bing leng de shui zhong yóu yong?
